"nacionality","sex","sport","edad","medallas"
"BRA","female","athletics",20,"NO"
"POR","male","judo",22,"NO"
"MAS","female","aquatics",17,"NO"
"MAS","female","sailing",18,"NO"
"TUR","female","taekwondo",24,"SI"
"MEX","female","aquatics",26,"NO"
"KAZ","male","wrestling",25,"NO"
"KAZ","male","wrestling",28,"NO"
"NGR","female","athletics",21,"NO"
"UGA","female","athletics",30,"NO"
"NED","female","handball",28,"NO"
"USA","female","fencing",24,"NO"
"JAM","male","athletics",28,"NO"
"ROU","female","handball",31,"NO"
"JOR","male","boxing",22,"NO"
"MGL","male","judo",27,"NO"
"NOR","male","shooting",32,"NO"
"ITA","female","judo",22,"SI"
"NGR","female","wrestling",23,"NO"
"GRE","male","aquatics",26,"NO"
"NGR","female","table tennis",30,"NO"
"NGR","male","football",21,"SI"
"NGR","male","athletics",28,"NO"
"GBR","male","athletics",20,"NO"
"KOR","male","cycling",22,"NO"
"NGR","male","football",19,"SI"
"UZB","female","gymnastics",41,"NO"
"UKR","female","wrestling",22,"NO"
"UKR","female","athletics",26,"NO"
"UKR","female","athletics",23,"NO"
"POL","female","modern pentathlon",25,"SI"
"NOR","male","rowing",40,"SI"
"NGR","male","basketball",30,"NO"
"VEN","female","volleyball",33,"NO"
"TUR","female","basketball",23,"NO"
"DEN","male","athletics",26,"NO"
"NOR","male","shooting",27,"NO"
"ITA","male","volleyball",28,"SI"
"AZE","male","gymnastics",22,"NO"
"MDA","male","canoe",24,"NO"
"UKR","male","gymnastics",23,"SI"
"RUS","male","canoe",29,"NO"
"UKR","male","shooting",33,"NO"
"UKR","male","shooting",28,"NO"
"UKR","male","wrestling",32,"NO"
"UKR","male","aquatics",25,"NO"
"UKR","male","weightlifting",22,"NO"
"UKR","male","athletics",38,"NO"
"UKR","male","sailing",21,"NO"
"UKR","female","gymnastics",21,"NO"
"UKR","female","aquatics",25,"NO"
"UKR","male","athletics",31,"NO"
"UKR","male","athletics",34,"NO"
"UKR","female","rowing",28,"NO"
"UKR","female","gymnastics",25,"NO"
"UKR","female","aquatics",30,"NO"
"UKR","female","aquatics",25,"NO"
"UKR","female","athletics",23,"NO"
"UKR","female","shooting",31,"NO"
"UKR","female","fencing",24,"SI"
"UKR","female","fencing",29,"NO"
"AZE","female","cycling",27,"NO"
"UKR","female","fencing",26,"SI"
"UKR","female","athletics",26,"NO"
"UKR","female","athletics",29,"NO"
"UKR","male","rowing",25,"NO"
"TUN","female","shooting",36,"NO"
"RUS","female","handball",31,"SI"
"UKR","female","athletics",25,"NO"
"RUS","female","aquatics",23,"SI"
"AZE","female","cycling",31,"NO"
"UKR","female","fencing",26,"SI"
"RUS","female","fencing",28,"SI"
"UKR","female","fencing",39,"NO"
"KAZ","female","athletics",32,"SI"
"KAZ","female","athletics",25,"NO"
"UKR","female","athletics",33,"NO"
"UKR","female","tennis",29,"NO"
"AZE","female","archery",25,"NO"
"UZB","female","canoe",28,"NO"
"RUS","female","cycling",36,"SI"
"UKR","female","athletics",26,"NO"
"UKR","female","athletics",33,"NO"
"UKR","female","athletics",24,"NO"
"UKR","female","athletics",26,"NO"
"UKR","female","aquatics",22,"NO"
"TJK","male","aquatics",18,"NO"
"IRL","male","aquatics",24,"NO"
"GER","male","shooting",25,"NO"
"SUI","male","gymnastics",23,"NO"
"GER","male","hockey",32,"NO"
"GBR","male","rugby sevens",26,"SI"
"AUT","male","tennis",36,"NO"
"GER","male","sailing",26,"NO"
"SRB","female","athletics",39,"NO"
"SRB","female","canoe",27,"NO"
"BEL","female","athletics",30,"NO"
"GBR","female","rowing",25,"SI"
"NGR","female","athletics",23,"NO"
"FRA","female","basketball",22,"NO"
"GBR","female","aquatics",26,"NO"
"AUT","female","shooting",24,"NO"
"NZL","female","hockey",24,"NO"
"NZL","female","cycling",19,"NO"
"SWE","female","football",25,"SI"
"USA","female","aquatics",22,"SI"
"NED","female","rowing",28,"NO"
"SUI","male","cycling",26,"NO"
"BDI","male","athletics",19,"NO"
"FRA","male","handball",30,"SI"
"NED","male","rowing",30,"SI"
"NGR","female","table tennis",41,"NO"
"NGR","male","athletics",26,"NO"
"NGR","male","football",20,"SI"
"BRN","female","athletics",23,"NO"
"CAN","male","athletics",25,"NO"
"NGR","female","athletics",19,"NO"
"AUS","female","rowing",24,"NO"
"KAZ","male","boxing",28,"NO"
"COL","male","aquatics",27,"NO"
"EGY","male","table tennis",25,"NO"
"EGY","male","modern pentathlon",31,"NO"
"MAR","male","taekwondo",26,"NO"
"EGY","male","volleyball",25,"NO"
"VEN","male","athletics",25,"NO"
"JAM","male","athletics",22,"SI"
"MEX","male","athletics",39,"NO"
"TUR","male","equestrian",39,"NO"
"IRI","male","wrestling",30,"NO"
"NGR","female","athletics",23,"NO"
"ESP","female","aquatics",26,"NO"
"KOR","female","handball",28,"NO"
"TUR","male","boxing",29,"NO"
"CZE","male","cycling",26,"NO"
"SVK","male","weightlifting",28,"NO"
"CZE","male","rowing",34,"SI"
"CZE","male","rowing",32,"NO"
"BOT","male","athletics",23,"NO"
"TUN","female","tennis",22,"NO"
"TUR","male","cycling",20,"NO"
"TUR","male","sailing",18,"NO"
"TUR","male","boxing",27,"NO"
"ISR","male","judo",26,"SI"
"FRA","female","gymnastics",16,"NO"
"GRN","female","aquatics",19,"NO"
"COL","female","football",27,"NO"
"MEX","male","football",32,"NO"
"AZE","male","judo",25,"NO"
"MGL","female","wrestling",23,"NO"
"ESP","male","athletics",25,"SI"
"HUN","female","aquatics",28,"NO"
"HUN","female","aquatics",31,"NO"
"NGR","male","athletics",23,"NO"
"COL","male","weightlifting",33,"SI"
"KEN","male","rugby sevens",27,"NO"
"ESP","male","canoe",25,"NO"
"COL","male","taekwondo",23,"NO"
"KEN","male","rugby sevens",27,"NO"
"HON","male","football",23,"NO"
"BOL","male","cycling",31,"NO"
"FIJ","male","rugby sevens",31,"SI"
"GER","male","hockey",30,"NO"
"FIN","male","gymnastics",21,"NO"
"FIN","male","athletics",23,"NO"
"CUB","male","badminton",27,"NO"
"CUB","male","athletics",24,"NO"
"SLE","male","aquatics",29,"NO"
"ITA","male","volleyball",31,"SI"
"CUB","male","volleyball",20,"NO"
"CUB","male","volleyball",19,"NO"
"BRA","male","handball",27,"NO"
"KGZ","male","judo",25,"NO"
"MGL","male","judo",23,"NO"
"MGL","female","athletics",34,"NO"
"MGL","male","boxing",28,"SI"
"KAZ","female","judo",24,"SI"
"MLI","male","aquatics",20,"NO"
"SEN","female","basketball",28,"NO"
"SEN","female","basketball",26,"NO"
"GRE","female","athletics",27,"NO"
"TUN","male","handball",26,"NO"
"ALG","male","football",23,"NO"
"TUN","male","handball",24,"NO"
"TUN","male","aquatics",32,"NO"
"ALG","male","football",23,"NO"
"TUN","male","taekwondo",20,"SI"
"ALG","male","aquatics",24,"NO"
"NIG","male","athletics",18,"NO"
"ROU","male","table tennis",27,"NO"
"NRU","male","judo",28,"NO"
"GBR","male","cycling",23,"SI"
"TUR","female","badminton",24,"NO"
"TUR","female","athletics",26,"NO"
"SWE","male","football",22,"NO"
"ESP","male","badminton",31,"NO"
"URU","male","judo",31,"NO"
"VEN","male","equestrian",52,"NO"
"SUI","male","gymnastics",24,"NO"
"ESP","male","shooting",30,"NO"
"ARG","male","volleyball",27,"NO"
"URU","male","tennis",30,"NO"
"URU","male","sailing",35,"NO"
"ESP","male","rugby sevens",34,"NO"
"ESP","male","rugby sevens",21,"NO"
"ESP","male","volleyball",34,"NO"
"ARG","male","handball",36,"NO"
"ARG","male","handball",24,"NO"
"ESP","male","athletics",24,"NO"
"ARG","male","handball",27,"NO"
"ARG","male","canoe",32,"NO"
"POR","male","football",22,"NO"
"THA","male","table tennis",20,"NO"
"IRL","male","golf",45,"NO"
"IRL","male","equestrian",39,"NO"
"USA","female","taekwondo",26,"NO"
"USA","female","sailing",29,"NO"
"NZL","female","football",18,"NO"
"USA","female","hockey",26,"NO"
"ANG","male","sailing",25,"NO"
"DEN","male","aquatics",26,"NO"
"BRA","female","basketball",32,"NO"
"PER","female","sailing",29,"NO"
"GER","female","athletics",25,"NO"
"BRA","female","aquatics",28,"NO"
"CAN","female","aquatics",23,"NO"
"BRA","female","triathlon",29,"NO"
"GRE","male","table tennis",36,"NO"
"GRE","male","rowing",26,"NO"
"GRE","male","sailing",35,"SI"
"GRE","male","aquatics",23,"NO"
"GRE","female","athletics",26,"NO"
"GRE","female","athletics",25,"NO"
"BUL","male","fencing",22,"NO"
"MAS","female","aquatics",23,"SI"
"THA","female","taekwondo",19,"SI"
"MEX","female","aquatics",30,"NO"
"CHI","female","cycling",30,"NO"
"ITA","female","volleyball",18,"NO"
"VEN","female","aquatics",25,"NO"
"ECU","female","athletics",27,"NO"
"ITA","male","tennis",35,"NO"
"ITA","male","volleyball",28,"SI"
"ITA","male","fencing",33,"SI"
"PER","male","athletics",20,"NO"
"GAM","male","aquatics",19,"NO"
"SWE","male","table tennis",34,"NO"
"GRE","female","athletics",27,"NO"
"IND","male","hockey",24,"NO"
"ZIM","male","athletics",29,"NO"
"USA","female","sailing",21,"NO"
"IND","male","wrestling",24,"NO"
"AZE","male","boxing",22,"NO"
"DEN","male","football",22,"NO"
"CAN","male","rowing",25,"NO"
"FRA","male","athletics",25,"NO"
"CAN","male","weightlifting",24,"NO"
"ITA","male","volleyball",37,"SI"
"GBR","male","boxing",21,"NO"
"AUS","male","rugby sevens",29,"NO"
"NGR","female","athletics",25,"NO"
"AZE","female","taekwondo",22,"SI"
"ARG","female","wrestling",29,"NO"
"ESP","female","aquatics",24,"NO"
"ESP","female","handball",32,"NO"
"BRA","female","sailing",26,"NO"
"ESP","female","rugby sevens",27,"NO"
"ESP","female","aquatics",23,"NO"
"POR","female","athletics",28,"NO"
"CAN","female","rowing",25,"SI"
"ESP","female","athletics",34,"NO"
"COK","female","athletics",23,"NO"
"ROU","female","handball",28,"NO"
"ARG","male","basketball",23,"NO"
"IRL","male","boxing",29,"NO"
"AUS","male","cycling",21,"NO"
"GER","male","modern pentathlon",24,"NO"
"GER","male","handball",27,"NO"
"GER","male","aquatics",27,"SI"
"GBR","male","archery",20,"NO"
"BRA","male","boxing",23,"NO"
"USA","male","golf",26,"NO"
"AUS","male","athletics",22,"NO"
"GER","male","handball",27,"SI"
"BRA","male","hockey",24,"NO"
"SWE","male","equestrian",40,"NO"
"SVK","male","cycling",29,"NO"
"POL","female","weightlifting",24,"NO"
"POL","female","athletics",22,"NO"
"POL","male","athletics",22,"NO"
"AUS","male","basketball",28,"NO"
"ESP","male","basketball",36,"SI"
"ESP","male","hockey",33,"NO"
"ESP","male","athletics",24,"NO"
"ESP","male","rowing",30,"NO"
"AUS","male","shooting",24,"NO"
"GBR","male","rowing",28,"SI"
"GER","male","aquatics",30,"NO"
"GBR","male","table tennis",26,"NO"
"GER","male","handball",21,"SI"
"SUI","male","equestrian",53,"NO"
"USA","male","basketball",26,"SI"
"IRL","male","hockey",29,"NO"
"GAB","male","judo",25,"NO"
"USA","male","athletics",26,"SI"
"KEN","male","athletics",26,"SI"
"GER","male","sailing",21,"NO"
"IRL","male","rowing",22,"SI"
"FRA","male","boxing",21,"NO"
"IRL","male","athletics",30,"NO"
"AUT","male","rowing",23,"NO"
"NZL","male","sailing",26,"NO"
"BRA","female","tennis",26,"NO"
"BRA","female","rugby sevens",31,"NO"
"POL","female","tennis",24,"NO"
"ESP","female","aquatics",16,"NO"
"USA","female","badminton",31,"NO"
"ESP","female","rugby sevens",32,"NO"
"ARG","female","judo",30,"SI"
"RSA","female","golf",26,"NO"
"ROU","female","handball",36,"NO"
"ARG","female","volleyball",27,"NO"
"ROU","female","athletics",31,"NO"
"POL","female","athletics",30,"NO"
"POL","female","athletics",25,"NO"
"GER","female","aquatics",23,"NO"
"FRA","female","rugby sevens",27,"NO"
"FRA","female","cycling",24,"NO"
"SWE","female","football",22,"SI"
"FRA","female","athletics",29,"NO"
"GER","female","gymnastics",19,"NO"
"LTU","male","basketball",32,"NO"
"ROT","male","athletics",24,"NO"
"BRA","male","hockey",23,"NO"
"PAR","male","shooting",56,"NO"
"POR","male","football",20,"NO"
"BRA","male","athletics",37,"NO"
"BRA","male","aquatics",23,"NO"
"LAT","male","athletics",25,"NO"
"BLR","male","athletics",25,"NO"
"PER","male","athletics",30,"NO"
"RUS","male","canoe",26,"NO"
"KAZ","male","modern pentathlon",26,"NO"
"CZE","male","aquatics",22,"NO"
"BLR","male","boxing",25,"NO"
"CZE","male","cycling",25,"NO"
"BLR","male","weightlifting",23,"NO"
"RUS","male","cycling",30,"NO"
"CZE","male","athletics",25,"NO"
"CZE","male","judo",30,"NO"
"BLR","male","aquatics",26,"NO"
"RUS","male","fencing",28,"NO"
"CRO","male","sailing",29,"NO"
"UKR","male","canoe",21,"NO"
"UKR","male","shooting",19,"NO"
"UKR","male","sailing",26,"NO"
"UKR","male","modern pentathlon",30,"SI"
"GRE","male","sailing",32,"SI"
"CYP","male","sailing",26,"NO"
"SVK","male","shooting",38,"NO"
"POL","male","athletics",27,"NO"
"POL","male","aquatics",22,"NO"
"POL","male","canoe",21,"NO"
"POL","male","sailing",28,"NO"
"POL","male","aquatics",31,"NO"
"POL","male","equestrian",35,"NO"
"POL","male","athletics",25,"NO"
"POL","male","athletics",27,"NO"
"POL","male","volleyball",26,"NO"
"NGR","female","athletics",21,"NO"
"THA","female","boxing",33,"NO"
"SWE","male","equestrian",44,"SI"
"MEX","male","athletics",26,"NO"
"VEN","male","wrestling",26,"NO"
"ARG","male","hockey",31,"SI"
"POR","male","athletics",31,"NO"
"BRA","male","athletics",24,"NO"
"POR","male","badminton",26,"NO"
"ANG","male","aquatics",27,"NO"
"CUB","male","athletics",23,"NO"
"USA","male","sailing",20,"NO"
"MEX","male","volleyball",28,"NO"
"BRA","male","volleyball",30,"NO"
"BRA","male","equestrian",23,"NO"
"BRA","male","equestrian",33,"NO"
"BRA","male","canoe",23,"NO"
"BAH","female","athletics",21,"NO"
"SUI","male","fencing",26,"NO"
"EST","male","shooting",23,"NO"
"TPE","female","aquatics",17,"NO"
"CHN","male","athletics",29,"NO"
"CHN","female","sailing",27,"SI"
"FRA","female","equestrian",36,"SI"
"CHN","female","football",27,"NO"
"MAS","male","badminton",28,"SI"
"HKG","male","table tennis",35,"NO"
"CHN","male","basketball",27,"NO"
"CAN","female","aquatics",16,"SI"
"AUS","female","basketball",35,"NO"
"SWE","female","golf",30,"NO"
"DEN","female","aquatics",22,"SI"
"FRA","female","cycling",22,"NO"
"USA","male","rugby sevens",30,"NO"
"SWE","male","athletics",26,"NO"
"GHA","female","athletics",20,"NO"
"UGA","female","athletics",17,"NO"
"CRO","male","sailing",36,"NO"
"CRO","male","shooting",28,"NO"
"FRA","male","aquatics",27,"NO"
"GBR","male","rowing",35,"SI"
"HUN","male","wrestling",33,"NO"
"HUN","male","aquatics",24,"NO"
"AUS","male","athletics",22,"NO"
"NZL","male","sailing",25,"SI"
"IRL","male","hockey",28,"NO"
"GBR","male","rowing",26,"NO"
"COK","male","sailing",26,"NO"
"SVK","male","canoe",32,"NO"
"HUN","male","aquatics",20,"NO"
"GER","male","fencing",34,"NO"
"SLO","male","canoe",33,"SI"
"GBR","male","rowing",30,"NO"
"GUM","male","cycling",40,"NO"
"JAM","male","athletics",27,"SI"
"HUN","male","canoe",30,"NO"
"NED","male","boxing",29,"NO"
"KEN","male","boxing",35,"NO"
"HUN","male","weightlifting",30,"NO"
"SVK","male","cycling",26,"NO"
"HUN","male","shooting",38,"NO"
"SVK","male","canoe",34,"SI"
"HUN","male","fencing",36,"SI"
"NZL","male","rowing",32,"NO"
"NED","male","rowing",32,"SI"
"NED","male","rowing",28,"NO"
"BRA","male","athletics",25,"NO"
"CMR","male","weightlifting",27,"NO"
"BLR","male","weightlifting",23,"NO"
"CZE","male","athletics",28,"NO"
"RUS","male","boxing",25,"NO"
"CZE","male","badminton",31,"NO"
"CZE","male","athletics",32,"NO"
"CZE","male","cycling",24,"NO"
"SUI","female","athletics",28,"NO"
"CZE","female","tennis",26,"SI"
"HUN","female","table tennis",36,"NO"
"FIN","female","wrestling",22,"NO"
"ITA","female","shooting",27,"NO"
"NZL","female","hockey",28,"NO"
"GER","female","table tennis",22,"SI"
"AZE","male","gymnastics",25,"NO"
"SWE","male","canoe",29,"NO"
"IRI","male","athletics",24,"NO"
"THA","female","taekwondo",19,"NO"
"FRA","female","athletics",33,"NO"
"GBR","male","rowing",37,"SI"
"LES","male","cycling",32,"NO"
"GBR","male","rugby sevens",28,"SI"
"KEN","female","rugby sevens",26,"NO"
"USA","male","volleyball",36,"NO"
"GER","male","aquatics",25,"NO"
"GBR","male","cycling",24,"SI"
"BEL","male","athletics",25,"NO"
"RSA","male","rugby sevens",29,"SI"
"SWE","male","handball",24,"NO"
"ARU","female","sailing",24,"NO"
"GER","male","sailing",27,"NO"
"GER","male","tennis",33,"NO"
"GER","male","football",23,"SI"
"GER","male","athletics",29,"NO"
"GER","male","rowing",31,"SI"
"GER","male","aquatics",24,"NO"
"CAN","male","aquatics",19,"NO"
"BEL","male","cycling",34,"NO"
"FRA","male","equestrian",53,"SI"
"USA","male","badminton",22,"NO"
"USA","male","equestrian",53,"SI"
"UGA","male","athletics",21,"NO"
"RSA","male","football",22,"NO"
"SWZ","female","athletics",24,"NO"
"VIE","male","aquatics",23,"NO"
"VIE","male","gymnastics",28,"NO"
"NEP","female","judo",20,"NO"
"THA","female","rowing",42,"NO"
"CAN","female","athletics",29,"NO"
"USA","female","athletics",24,"SI"
"GER","female","hockey",24,"SI"
"ITA","male","modern pentathlon",29,"NO"
"ITA","male","aquatics",27,"NO"
"ITA","male","rowing",32,"NO"
"FRA","male","judo",27,"NO"
"FRA","male","rugby sevens",29,"NO"
"FRA","male","rowing",22,"SI"
"FRA","male","triathlon",26,"NO"
"FRA","male","archery",27,"NO"
"FRA","male","volleyball",32,"NO"
"FRA","male","equestrian",35,"NO"
"FRA","male","sailing",27,"SI"
"FRA","male","athletics",24,"NO"
"FRA","male","tennis",25,"NO"
"NED","male","athletics",23,"NO"
"NZL","male","cycling",23,"NO"
"BEL","male","aquatics",28,"SI"
"BEL","male","athletics",24,"NO"
"NED","male","sailing",34,"NO"
"ITA","male","aquatics",32,"SI"
"ITA","male","equestrian",27,"NO"
"ITA","male","rowing",29,"NO"
"ITA","male","sailing",35,"NO"
"ESP","female","equestrian",43,"NO"
"ARG","female","hockey",24,"NO"
"GUM","female","aquatics",20,"NO"
"THA","female","shooting",24,"NO"
"THA","female","weightlifting",26,"SI"
"QAT","male","table tennis",30,"NO"
"CHN","female","cycling",23,"NO"
"CHN","male","cycling",22,"NO"
"POL","male","shooting",34,"NO"
"POL","male","rowing",28,"NO"
"POL","male","volleyball",24,"NO"
"POL","male","athletics",24,"NO"
"POL","male","athletics",33,"SI"
"POL","male","sailing",35,"NO"
"POL","male","volleyball",29,"NO"
"POL","male","taekwondo",29,"NO"
"POL","male","canoe",28,"NO"
"POL","male","handball",28,"NO"
"GBR","female","equestrian",48,"NO"
"NZL","female","hockey",26,"NO"
"KAZ","male","gymnastics",19,"NO"
"NED","male","hockey",28,"NO"
"TGA","male","taekwondo",33,"NO"
"POR","male","football",22,"NO"
"HKG","female","fencing",31,"NO"
"AND","male","aquatics",20,"NO"
"AND","male","athletics",20,"NO"
"ESP","male","rugby sevens",23,"NO"
"TUR","male","athletics",26,"NO"
"BRA","female","football",25,"NO"
"BRA","female","aquatics",33,"SI"
"RUS","female","handball",29,"SI"
"RUS","female","table tennis",30,"NO"
"KAZ","female","athletics",26,"NO"
"NZL","female","sailing",29,"SI"
"GBR","female","rowing",28,"SI"
"SLO","female","cycling",27,"NO"
"SLO","female","tennis",25,"NO"
"IND","female","hockey",23,"NO"
"IND","female","athletics",26,"NO"
"ROT","male","judo",24,"NO"
"NGR","male","football",22,"SI"
"THA","female","golf",27,"NO"
"THA","female","badminton",25,"NO"
"NZL","female","rugby sevens",25,"SI"
"IRI","male","shooting",24,"NO"
"IND","male","shooting",40,"NO"
"FIJ","male","football",21,"NO"
"IND","female","tennis",22,"NO"
"INA","male","badminton",23,"NO"
"SRB","male","athletics",38,"NO"
"MNE","male","aquatics",33,"NO"
"IND","female","hockey",18,"NO"
"TOG","female","athletics",19,"NO"
"SLO","male","cycling",27,"NO"
"ANT","female","athletics",27,"NO"
"FRA","female","judo",25,"NO"
"BRA","female","cycling",23,"NO"
"POL","male","handball",29,"NO"
"POL","male","badminton",35,"NO"
"HKG","female","badminton",29,"NO"
"THA","female","badminton",20,"NO"
"GBR","male","boxing",23,"NO"
"KOS","male","cycling",23,"NO"
"CHN","male","basketball",20,"NO"
"CHN","female","modern pentathlon",29,"NO"
"POL","female","table tennis",30,"NO"
"CHN","female","boxing",26,"SI"
"CHN","female","aquatics",15,"SI"
"CHN","female","hockey",24,"NO"
"CHN","male","canoe",27,"NO"
"CHN","male","wrestling",29,"NO"
"CHN","male","shooting",31,"NO"
"CHN","female","tennis",24,"NO"
"AUT","female","table tennis",31,"NO"
"CHN","male","boxing",29,"NO"
"CHN","male","aquatics",22,"NO"
"CHN","male","shooting",30,"NO"
"CHN","male","shooting",32,"NO"
"CHN","female","canoe",24,"NO"
"CHN","female","hockey",30,"NO"
"CHN","male","weightlifting",26,"SI"
"CHN","female","hockey",27,"NO"
"CHN","female","athletics",21,"NO"
"CHN","female","hockey",26,"NO"
"CHN","female","volleyball",28,"SI"
"NGR","male","table tennis",28,"NO"
"UKR","male","judo",26,"NO"
"NZL","male","athletics",32,"NO"
"NED","female","volleyball",31,"NO"
"VIE","male","shooting",42,"NO"
"IND","male","athletics",20,"NO"
"SRI","male","athletics",25,"NO"
"MAR","female","athletics",25,"NO"
"GBR","male","athletics",30,"NO"
"GER","female","taekwondo",22,"NO"
"USA","male","fencing",23,"SI"
"USA","female","volleyball",26,"SI"
"AUS","female","hockey",30,"NO"
"KEN","female","rugby sevens",34,"NO"
"GBR","female","canoe",28,"NO"
"USA","female","hockey",31,"NO"
"USA","female","aquatics",23,"SI"
"AUS","female","basketball",25,"NO"
"NED","female","triathlon",26,"NO"
"AUS","female","cycling",34,"NO"
"CAN","female","aquatics",23,"NO"
"AUS","female","athletics",23,"NO"
"ITA","female","aquatics",26,"SI"
"ALG","male","football",23,"NO"
"MAR","male","athletics",41,"NO"
"BUR","male","judo",26,"NO"
"NZL","female","cycling",22,"NO"
"CZE","male","athletics",23,"NO"
"CZE","male","tennis",38,"SI"
"TUN","male","wrestling",31,"NO"
"AZE","male","taekwondo",27,"SI"
"MNE","female","handball",28,"NO"
"THA","male","aquatics",28,"NO"
"BUL","female","athletics",29,"NO"
"POL","male","wrestling",27,"NO"
"POL","male","aquatics",25,"NO"
"MDA","male","tennis",27,"NO"
"BRA","male","football",23,"SI"
"BRA","male","gymnastics",30,"NO"
"NCA","male","shooting",18,"NO"
"BRA","male","judo",25,"NO"
"ESP","male","golf",32,"NO"
"QAT","male","handball",29,"NO"
"CUB","male","taekwondo",23,"NO"
"BRA","male","basketball",30,"NO"
"BRA","male","basketball",24,"NO"
"ESP","male","tennis",30,"SI"
"PUR","male","aquatics",22,"NO"
"BRA","male","judo",29,"SI"
"BRA","female","judo",24,"SI"
"BRA","female","football",25,"NO"
"POL","male","athletics",32,"NO"
"POL","male","volleyball",29,"NO"
"POL","male","athletics",36,"NO"
"POL","male","cycling",27,"SI"
"POL","male","athletics",27,"NO"
"POL","male","canoe",25,"NO"
"POL","male","cycling",26,"NO"
"COL","male","athletics",27,"NO"
"EGY","male","weightlifting",25,"NO"
"IND","male","hockey",28,"NO"
"NOR","female","sailing",21,"NO"
"ETH","female","aquatics",21,"NO"
"BEL","female","taekwondo",27,"NO"
"TUN","female","taekwondo",23,"NO"
"VEN","male","wrestling",26,"NO"
"FIJ","female","rugby sevens",24,"NO"
"CMR","female","volleyball",22,"NO"
"BRA","female","cycling",25,"NO"
"IND","female","hockey",26,"NO"
"USA","male","tennis",32,"SI"
"GBR","male","badminton",30,"NO"
"GER","male","shooting",33,"NO"
"ZAM","male","aquatics",20,"NO"
"ROU","female","tennis",27,"NO"
"EGY","male","judo",28,"NO"
"IND","male","hockey",23,"NO"
"ROT","male","aquatics",25,"NO"
"FIN","male","wrestling",34,"NO"
"TUR","male","athletics",26,"NO"
"ARG","male","equestrian",39,"NO"
"BAR","male","athletics",29,"NO"
"HON","male","judo",39,"NO"
"CYP","female","athletics",27,"NO"
"JPN","female","basketball",25,"NO"
"LTU","male","cycling",28,"NO"
"CHN","male","basketball",24,"NO"
"JPN","female","gymnastics",19,"NO"
"CUB","male","gymnastics",21,"NO"
"IND","female","hockey",22,"NO"
"UZB","female","aquatics",22,"NO"
"NED","female","aquatics",26,"NO"
"CAN","male","cycling",29,"NO"
"GER","male","athletics",27,"NO"
"LUX","male","aquatics",24,"NO"
"BRA","female","football",25,"NO"
"ESP","female","athletics",27,"NO"
"BRA","female","rugby sevens",24,"NO"
"LTU","female","athletics",35,"NO"
"QAT","male","shooting",29,"NO"
"KAZ","male","shooting",37,"NO"
"DEN","male","cycling",26,"SI"
"EST","male","athletics",24,"NO"
"DEN","male","rowing",36,"NO"
"AZE","male","wrestling",25,"SI"
"THA","female","badminton",21,"NO"
"FIJ","male","football",22,"NO"
"FIJ","male","football",21,"NO"
"MEX","male","boxing",21,"NO"
"CUB","male","rowing",24,"NO"
"MEX","male","football",23,"NO"
"PER","male","athletics",33,"NO"
"EST","male","badminton",29,"NO"
"PER","male","athletics",37,"NO"
"BRA","male","basketball",24,"NO"
"USA","female","athletics",20,"NO"
"IND","male","wrestling",24,"NO"
"LIB","female","shooting",28,"NO"
"ESP","male","gymnastics",23,"NO"
"KEN","male","athletics",20,"NO"
"PNG","male","judo",32,"NO"
"BRA","female","fencing",25,"NO"
"KEN","male","boxing",30,"NO"
"BRA","female","gymnastics",17,"NO"
"ESA","female","aquatics",19,"NO"
"GBR","female","gymnastics",24,"NO"
"GBR","female","aquatics",32,"NO"
"AUS","female","cycling",25,"NO"
"BER","female","aquatics",24,"NO"
"CAN","female","equestrian",37,"NO"
"GBR","female","cycling",25,"SI"
"CMR","female","wrestling",31,"NO"
"CAN","female","football",21,"SI"
"NZL","female","football",41,"NO"
"NZL","female","rowing",33,"SI"
"FIJ","female","rugby sevens",33,"NO"
"LAT","female","weightlifting",18,"NO"
"NZL","female","football",23,"NO"
"GBR","female","weightlifting",17,"NO"
"GER","female","athletics",23,"NO"
"GBR","female","canoe",20,"NO"
"NGR","female","aquatics",25,"NO"
"ALG","male","boxing",23,"NO"
"ALG","male","football",23,"NO"
"EGY","female","archery",23,"NO"
"EGY","female","aquatics",21,"NO"
"RSA","female","football",24,"NO"
"NZL","male","cycling",20,"NO"
"AUS","female","athletics",25,"NO"
"NZL","male","rugby sevens",22,"NO"
"GUM","female","athletics",18,"NO"
"JPN","male","wrestling",20,"SI"
"CAN","male","athletics",37,"NO"
"CUB","male","athletics",20,"NO"
"JPN","female","equestrian",32,"NO"
"EST","male","cycling",29,"NO"
"GEQ","female","athletics",36,"NO"
"NED","male","volleyball",40,"NO"
"CUB","male","wrestling",29,"NO"
"CUB","male","shooting",34,"NO"
"CUB","male","volleyball",30,"NO"
"CUB","male","canoe",26,"NO"
"ZIM","female","football",25,"NO"
"HUN","female","aquatics",20,"NO"
"HUN","female","tennis",25,"NO"
"FRA","male","aquatics",32,"NO"
"FRA","male","aquatics",30,"NO"
"LTU","male","athletics",29,"NO"
"LTU","male","basketball",31,"NO"
"RUS","male","judo",28,"NO"
"HUN","female","shooting",38,"NO"
"BRA","male","football",28,"SI"
"BRA","male","shooting",54,"NO"
"BRA","male","cycling",25,"NO"
"FRA","male","athletics",30,"SI"
"GER","male","cycling",29,"NO"
"DEN","male","canoe",28,"NO"
